Expt,ClogP,Polarizability,Name,SLN
-5.43,3.39,154.271,chlorquinox,ClC[2]C[3]N=CHCH=NC=@3C(=C(C=@2Cl)Cl)Cl
-4.98,3.58,139.159,"4,5,7-trichloro-2,1,3-benzothiadiazole",ClC[2]C[3]=NSN=C@3C(=CHC=@2Cl)Cl
-11.62,8.1,269.221,"2,2´,3,3´,4,4´,5,5´,6,6´-PCB",ClC[2]=C(C(=C(C(=C@2Cl)Cl)C[10]=C(C(=C(C(=C@10Cl)Cl)Cl)Cl)Cl)Cl)Cl
-10.26,7.79,256.055,"2,2´,3,3´,4,4´,5,5´,6-PCB",ClC[2]=C(C(=C(C(=C@2Cl)Cl)C[10]=C(C(=C(C(=CH@10)Cl)Cl)Cl)Cl)Cl)Cl
-10.41,7.76,256.055,"2,2´,3,3´,4,5,5´,6,6´-PCB",ClC[2]=C(C(=C(C(=C@2Cl)Cl)C[10]=C(C(=CHC(=C@10Cl)Cl)Cl)Cl)Cl)Cl
-7.92,7.1,229.723,"2,2',3,4,4',5',6-PCB",ClC[2]=C(C(=C(C(=C@2Cl)Cl)C[10]=C(CH=C(CH=CH@10)Cl)Cl)Cl)Cl
-8.94,7.01,229.723,"2,2´,3,4,5,5´,6-PCB",ClC[2]=C(C(=C(C(=C@2Cl)Cl)C[10]=C(CH=CHC(=CH@10)Cl)Cl)Cl)Cl
-7.92,6.04,203.391,"2,3,4,5,6-PCB",ClC[2]=C(C(=C(C(=C@2Cl)Cl)C[10]=CHCH=CHCH=CH@10)Cl)Cl
-4.28,4.78,141.544,pentachlorophenol,ClC[2]=C(C(=C(C(=C@2Cl)Cl)OH)Cl)Cl
-5.64,2.88,150.263,chlorothalonil,ClC[2]=C(C(=C(C(=C@2Cl)C#N)Cl)C#N)Cl
-4.02,4.6,145.169,tetrachloroguaiacol,ClC[2]=C(C(=C(C(=C@2Cl)OCH3)OH)Cl)Cl
-8.3,7.16,229.723,"2,2´,3,3´,4,4´,6-PCB",ClC[2]=C(C(=C(CH=C@2Cl)Cl)C[11]=C(C(=C(CH=CH@11)Cl)Cl)Cl)Cl
-7.92,7.21,229.723,"2,2´,3,4,4´,5´,6-PCB",ClC[2]=C(C(=C(CH=C@2Cl)Cl)C[11]=C(CH=C(C(=CH@11)Cl)Cl)Cl)Cl
-7.43,6.26,203.391,"2,2´,3,4,6-PCB",ClC[2]=C(C(=C(CH=C@2Cl)Cl)C[11]=C(CH=CHCH=CH@11)Cl)Cl
-7.66,6.79,216.557,"2,3,3´,4,4´6-PCB",ClC[2]=C(C(=C(CH=C@2Cl)Cl)C[11]=CHC(=C(CH=CH@11)Cl)Cl)Cl
-3.1,4.17,128.378,"2,3,4,6-Tetrachlorophenol",ClC[2]=C(C(=C(CH=C@2Cl)Cl)OH)Cl
-1.7,2.75,131.909,dicamba,ClC[2]=C(C(=C(CH=CH@2)Cl)C(=O)OH)OCH3
-9.16,7.49,242.889,"2,2´,3,3´,4,4´,5,5´-PCB",ClC[2]=C(C(=CHC(=C@2Cl)C[10]=C(C(=C(C(=CH@10)Cl)Cl)Cl)Cl)Cl)Cl
-8.42,6.65,216.557,"2,2´,3,3´,4,5-PCB",ClC[2]=C(C(=CHC(=C@2Cl)C[10]=C(C(=CHCH=CH@10)Cl)Cl)Cl)Cl
-7.39,6.79,216.557,"2,3',4,4',5-PCB",ClC[2]=C(C(=CHC(=C@2Cl)C[10]=C(CH=C(CH=CH@10)Cl)Cl)Cl)Cl
-7.68,6.7,216.557,"2,2´,3,4,5,5´-PCB",ClC[2]=C(C(=CHC(=C@2Cl)C[10]=C(CH=CHC(=CH@10)Cl)Cl)Cl)Cl
-7.21,6.21,203.391,"2,2´,3,4,5-PCB",ClC[2]=C(C(=CHC(=C@2Cl)C[10]=C(CH=CHCH=CH@10)Cl)Cl)Cl
-7.82,6.74,216.557,"2,3,3´,4,4´,5-PCB",ClC[2]=C(C(=CHC(=C@2Cl)C[10]=CHC(=C(CH=CH@10)Cl)Cl)Cl)Cl
-7.16,5.73,190.225,"2,3,4,5-PCB",ClC[2]=C(C(=CHC(=C@2Cl)C[10]=CHCH=CHCH=CH@10)Cl)Cl
-5.65,4.6,137.237,pentachlorobenzene,ClC[2]=C(C(=CHC(=C@2Cl)Cl)Cl)Cl
-3.15,4.39,128.378,"2,3,4,5-tetrachlorophenol",ClC[2]=C(C(=CHC(=C@2Cl)OH)Cl)Cl
-8.71,7.1,216.557,"2,2',4,4',6,6'-PCB",ClC[2]=C(C(=CHC(=CH@2)Cl)Cl)C[12]=C(CH=C(CH=C@12Cl)Cl)Cl
-7.32,6.51,203.391,"2,2,4,6,6´-PCB",ClC[2]=C(C(=CHC(=CH@2)Cl)Cl)C[12]=C(CH=CHCH=C@12Cl)Cl
-6.14,5.54,177.059,"2,4,6-PCB",ClC[2]=C(C(=CHC(=CH@2)Cl)Cl)C[12]=CHCH=CHCH=CH@12
-2.34,3.58,115.212,"2,4,6-trichlorophenol",ClC[2]=C(C(=CHC(=CH@2)Cl)Cl)OH
-8.01,6.73,216.557,"2,2´,3,3´,4,4´-PCB",ClC[2]=C(C(=CHCH=C@2Cl)C[11]=C(C(=C(CH=CH@11)Cl)Cl)Cl)Cl
-7.05,6.27,203.391,"1,2,3-trichloro-4-(2,3-dichlorophenyl)benzene",ClC[2]=C(C(=CHCH=C@2Cl)C[11]=C(C(=CHCH=CH@11)Cl)Cl)Cl
-8.32,6.78,216.557,"2,2´,3,4,4´,5´-PCB",ClC[2]=C(C(=CHCH=C@2Cl)C[11]=C(CH=C(C(=CH@11)Cl)Cl)Cl)Cl
-7.8,6.41,203.391,"2,3',4,4'-PCB",ClC[2]=C(C(=CHCH=C@2Cl)C[11]=C(CH=C(CH=CH@11)Cl)Cl)Cl
-7.91,6.32,203.391,"2,2´,3,4,5´-PCB",ClC[2]=C(C(=CHCH=C@2Cl)C[11]=C(CH=CHC(=CH@11)Cl)Cl)Cl
-7.05,6.36,203.391,"2,2´,3,3´,4-PCB",ClC[2]=C(C(=CHCH=C@2Cl)C[11]=CHC(=C(CH=CH@11)Cl)Cl)Cl
-4.57,4.18,124.071,"1,2,3,4-tetrachlorobenzene",ClC[2]=C(C(=CHCH=C@2Cl)Cl)Cl
-2.67,3.66,115.212,"2,3,4-trichlorophenol",ClC[2]=C(C(=CHCH=C@2Cl)OH)Cl
-6.8,5.92,190.225,"2,2´,5,6´-PCB",ClC[2]=C(C(=CHCH=CH@2)Cl)C[12]=C(CH=CHC(=CH@12)Cl)Cl
-7.39,5.91,190.225,"2,2´,6,6´-PCB",ClC[2]=C(C(=CHCH=CH@2)Cl)C[12]=C(CH=CHCH=C@12Cl)Cl
-6.14,5.51,177.059,"2,4,6-PCB",ClC[2]=C(C(=CHCH=CH@2)Cl)C[12]=CHCH=C(CH=CH@12)Cl
-5.21,4.94,163.893,"2,6-PCB",ClC[2]=C(C(=CHCH=CH@2)Cl)C[12]=CHCH=CHCH=CH@12
-2.1,2.24,114.53,"2,6-dichlorobenzyl alcohol",ClC[2]=C(C(=CHCH=CH@2)Cl)CH2OH
-4.24,2.79,110.835,"2,6-dichlorobenzonitrile",ClC[2]=C(C(=CHCH=CH@2)Cl)C#N
-1.79,2.61,102.046,"2,6-dichlorophenol",ClC[2]=C(C(=CHCH=CH@2)Cl)OH
-2.62,-7.07E-02,168.133,hydrochlorthiazide,ClC[2]C(=CHC[6]=C(CH=@2)NHCH2NHS@6(=O)=O)S(=O)(=O)NH2
-3.78,3.25,247.987,metolazone,ClC[2]C(=CHC[6]=C(CH=@2)NHCH(N(C@6=O)C[17]=C(CH=CHCH=CH@17)CH3)CH3)S(=O)(=O)NH2
-3.29,1.78,181.833,quinethazone,ClC[2]C(=CHC[6]=C(CH=@2)NHCH(NHC@6=O)CH2CH3)S(=O)(=O)NH2
-3.05,-0.22,164.414,chlorothiazide,ClC[2]C(=CHC[6]=C(CH=@2)N=CHNHS@6(=O)=O)S(=O)(=O)NH2
-9.15,7.41,242.889,"2,2´,3,3´,5,5´,6,6´-PCB",ClC[2]=C(CH=C(C(=C@2C[9]=C(C(=CHC(=C@9Cl)Cl)Cl)Cl)Cl)Cl)Cl
-8.6,6.61,216.557,"2,2',3,3',5,6-PCB",ClC[2]=C(CH=C(C(=C@2C[9]=C(C(=CHCH=CH@9)Cl)Cl)Cl)Cl)Cl
-7.42,6.66,216.557,"2,2´,3,5,5´,6-PCB",ClC[2]=C(CH=C(C(=C@2C[9]=C(CH=CHC(=CH@9)Cl)Cl)Cl)Cl)Cl
-3.37,4.06,128.378,"2,3,5,6-tetrachlorophenol",ClC[2]=C(CH=C(C(=C@2OH)Cl)Cl)Cl
-8.56,6.83,216.557,"2,2´,4,4´5,5´-PCB",ClC[2]=C(CH=C(C(=CH@2)Cl)C[11]=C(CH=C(C(=CH@11)Cl)Cl)Cl)Cl
-7.89,6.38,203.391,"2,2´,4,5,5´-PCB",ClC[2]=C(CH=C(C(=CH@2)Cl)C[11]=C(CH=CHC(=CH@11)Cl)Cl)Cl
-7.39,6.42,203.391,"2,3´,4,4´,5-PCB",ClC[2]=C(CH=C(C(=CH@2)Cl)C[11]=CHC(=C(CH=CH@11)Cl)Cl)Cl
-6.27,5.4,177.059,"2,4,5-PCB",ClC[2]=C(CH=C(C(=CH@2)Cl)C[11]=CHCH=CHCH=CH@11)Cl
-5.56,4.23,124.071,"1,2,4,5-tetrachlorobenzene",ClC[2]=C(CH=C(C(=CH@2)Cl)Cl)Cl
-4.52,3.86,205.143,stirofos,ClC[2]=C(CH=C(C(=CH@2)Cl)C(=[S=N]CHCl)OP(=O)(OCH3)OCH3)Cl
-2.96,3.21,145.075,"2,4,5-T",ClC[2]=C(CH=C(C(=CH@2)Cl)OCH2C(=O)OH)Cl
-5.69,4.74,228.248,oxadiazon,ClC[2]=C(CH=C(C(=CH@2)Cl)OCH(CH3)CH3)N[22]N=C(OC@22=O)C(CH3)(CH3)CH3
-2.21,3.71,115.212,"2,4,5-trichlorophenol",ClC[2]=C(CH=C(C(=CH@2)Cl)OH)Cl
-5.75,4.49,206.385,trichloronate,ClC[2]=C(CH=C(C(=CH@2)Cl)OP(=S)(OCH2CH3)CH2CH3)Cl
-5.72,4.84,185.724,ronnel,ClC[2]=C(CH=C(C(=CH@2)Cl)OP(=S)(OCH3)OCH3)Cl
-3.18,2.22,218.518,metoclopramide,ClC[2]=C(CH=C(C(=CH@2)C(=O)NHCH2CH2N(CH2CH3)CH2CH3)OCH3)NH2
-3.66,3,204.377,furosemide,ClC[2]=C(CH=C(C(=CH@2)NHCH2C[15]OCH=CHCH=@15)C(=O)OH)S(=O)(=O)NH2
-2.53,3.25,118.837,"4,5-dichloroquiaiacol",ClC[2]=C(CH=C(C(=CH@2)OCH3)OH)Cl
-3.79,2.5,236.866,xipamide,ClC[2]=C(CH=C(C(=CH@2)OH)C(=O)NHC[16]=C(CH=CHCH=C@16CH3)CH3)S(=O)(=O)NH2
-8.6,6.83,216.557,"2,2´,3,3´,5´,6-PCB",ClC[2]=C(CH=C(CH=C@2C[10]=C(CH=C(C(=CH@10)Cl)Cl)Cl)Cl)Cl
-8.71,6.96,216.557,"2,2´,4,4´,6,6´-PCB",ClC[2]=C(CH=C(CH=C@2C[10]=C(CH=C(CH=C@10Cl)Cl)Cl)Cl)Cl
-2.8,3.35,113.848,"phenol,4-chloro-3,5-dimethyl-",ClC[2]=C(CH=C(CH=C@2CH3)OH)CH3
-4.63,4.31,124.071,"1,2,3,5-tetrachlorobenzene",ClC[2]=C(CH=C(CH=C@2Cl)Cl)Cl
-3.26,2.54,137.328,chloramben methyl ester,ClC[2]=C(CH=C(CH=C@2C(=O)OCH3)Cl)NH2
-2.47,2.52,124.844,chloramben,ClC[2]=C(CH=C(CH=C@2C(=O)OH)Cl)NH2
-2.67,3.69,115.212,"2,3,5-trichlorophenol",ClC[2]=C(CH=C(CH=C@2OH)Cl)Cl
-3.45,-0.74,217.6,chlorthalidone,ClC[2]=C(CH=C(CH=CH@2)C[11](NHC(C[15]=C@11CH=CHCH=CH@15)=O)OH)S(=O)(=O)NH2
-7,5.92,190.225,"2,2´,5,5´-PCB",ClC[2]=C(CH=C(CH=CH@2)Cl)C[12]=C(CH=CHC(=CH@12)Cl)Cl
-6.02,5.43,177.059,"2,2´,5-PCB",ClC[2]=C(CH=C(CH=CH@2)Cl)C[12]=C(CH=CHCH=CH@12)Cl
-6.01,5.51,177.059,"2,3´,5-PCB",ClC[2]=C(CH=C(CH=CH@2)Cl)C[12]=CHC(=CHCH=CH@12)Cl
-6.25,5.52,177.059,"2,4´,5-PCB",ClC[2]=C(CH=C(CH=CH@2)Cl)C[12]=CHCH=C(CH=CH@12)Cl
-3.59,2.09,247.987,indapamide,ClC[2]=C(CH=C(CH=CH@2)C(=O)NHN[15]CH(CH2C[21]=C@15CH=CHCH=CH@21)CH3)S(=O)(=O)NH2
-1.57,2.89,101.364,3-methyl-4-chlorophenol,ClC[2]=C(CH=C(CH=CH@2)OH)CH3
-8.65,6.65,216.557,"1,2,4-trichloro-3-(2,3,6-trichlorophenyl)benzene",ClC[2]=C(CH=CHC(=C@2C[10]=C(C(=CHCH=C@10Cl)Cl)Cl)Cl)Cl
-8.65,6.74,216.557,"2,2´,3,3´,6,6´-PCB",ClC[2]=C(CH=CHC(=C@2C[10]=C(CH=C(C(=CH@10)Cl)Cl)Cl)Cl)Cl
-7.43,6.37,203.391,"2,2',3,4,6-PCB",ClC[2]=C(CH=CHC(=C@2C[10]=C(CH=C(CH=CH@10)Cl)Cl)Cl)Cl
-6.29,5.31,177.059,"2,3,6-PCB",ClC[2]=C(CH=CHC(=C@2C[10]=CHCH=CHCH=CH@10)Cl)Cl
-3.08,3.1,140.768,chlorfenac,ClC[2]=C(CH=CHC(=C@2CH2C(=O)OH)Cl)Cl
-2.64,3.33,115.212,"2,3,6-Trichlorophenol",ClC[2]=C(CH=CHC(=C@2OH)Cl)Cl
-7.8,6.05,190.225,"2,3´,4,4´-PCB",ClC[2]=C(CH=CHC(=CH@2)C[11]=C(CH=C(CH=CH@11)Cl)Cl)Cl
-7.25,5.96,190.225,"2,3´,4´,5-PCB",ClC[2]=C(CH=CHC(=CH@2)C[11]=C(CH=CHC(=CH@11)Cl)Cl)Cl
-6.29,5.46,177.059,"2´,3,4-PCB",ClC[2]=C(CH=CHC(=CH@2)C[11]=C(CH=CHCH=CH@11)Cl)Cl
-4.92,3.45,183.345,"3,3´-dichlorobenzidine",ClC[2]=C(CH=CHC(=CH@2)C[11]=CHC(=C(CH=CH@11)NH2)Cl)NH2
-6.39,4.99,163.893,"3,4-PCB",ClC[2]=C(CH=CHC(=CH@2)C[11]=CHCH=CHCH=CH@11)Cl
-6.51,6.1,190.225,"2,2´,4,4´-PCB",ClC[2]=C(CH=CHC(=CH@2)Cl)C[12]=C(CH=C(CH=CH@12)Cl)Cl
-6.57,6.01,190.225,"2,2´,4,5´-PCB",ClC[2]=C(CH=CHC(=CH@2)Cl)C[12]=C(CH=CHC(=CH@12)Cl)Cl
-6.21,5.61,177.059,"2,4,4´-PCB",ClC[2]=C(CH=CHC(=CH@2)Cl)C[12]=CHCH=C(CH=CH@12)Cl
-5.25,5.04,163.893,"2,4-PCB",ClC[2]=C(CH=CHC(=CH@2)Cl)C[12]=CHCH=CHCH=CH@12
-3.49,3.88,226.885,propiconazole,ClC[2]=C(CH=CHC(=CH@2)Cl)C[12](OCH(CH2O@12)CH2CH2CH3)CH2N[33]N=CHN=CH@33
-3.59,3.82,110.905,"1,2,4-trichlorobenzene",ClC[2]=C(CH=CHC(=CH@2)Cl)Cl
-4.46,5.17,185.673,triclosan,ClC[2]=C(CH=CHC(=CH@2)Cl)OC[13]=C(CH=C(CH=CH@13)Cl)OH
-3.67,3.51,156.877,"2,4-DB",ClC[2]=C(CH=CHC(=CH@2)Cl)OCH2CH2CH2C(=O)OH
-2.51,2.58,131.909,"2,4-D",ClC[2]=C(CH=CHC(=CH@2)Cl)OCH2C(=O)OH
-2.45,2.93,144.393,dichlorprop,ClC[2]=C(CH=CHC(=CH@2)Cl)OCH(CH3)C(=O)OH
-1.55,2.99,102.046,"2,4-dichlorophenol",ClC[2]=C(CH=CHC(=CH@2)Cl)OH
-2.82,3.71,153.344,methazole,ClC[2]=C(CH=CHC(=CH@2)N[11]OC(N(C@11=O)CH3)=O)Cl
-3.24,2.51,107.465,"3,4-dichloroaniline",ClC[2]=C(CH=CHC(=CH@2)NH2)Cl
-3,3.18,145.505,propanil,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)CH2CH3)Cl
-4.77,4.38,192.683,neburon,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)N(CH2CH2CH2CH3)CH3)Cl
-3.46,2.46,154.549,chlorotoluron,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)N(CH3)CH3)CH3
-3.8,2.78,155.231,diuron,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)N(CH3)CH3)Cl
-4.33,2.12,230.815,dimefuron,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)N(CH3)CH3)N[24]N=C(OC@24=O)C(CH3)(CH3)CH3
-2.56,1.8,158.856,metoxuron,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)N(CH3)CH3)OCH3
-3.52,3.2,159.538,iinuron,ClC[2]=C(CH=CHC(=CH@2)NHC(=O)N(OCH3)CH3)Cl
-1.25,3.22,102.046,"3,4-dichlorophenol",ClC[2]=C(CH=CHC(=CH@2)OH)Cl
-7.28,5.81,190.225,"2,2´,3,3´-PCB",ClC[2]=C(CH=CHCH=C@2C[11]=C(C(=CHCH=CH@11)Cl)Cl)Cl
-7.21,6.32,203.391,"2,2',3,4,5-PCB",ClC[2]=C(CH=CHCH=C@2C[11]=C(CH=C(C(=CH@11)Cl)Cl)Cl)Cl
-6.47,5.87,190.225,"2,2´,3,5´-PCB",ClC[2]=C(CH=CHCH=C@2C[11]=C(CH=CHC(=CH@11)Cl)Cl)Cl
-6.26,5.46,177.059,"2,3,4´-PCB",ClC[2]=C(CH=CHCH=C@2C[11]=CHCH=C(CH=CH@11)Cl)Cl
-4,3.77,110.905,"1,2,3-trichlorobenzene",ClC[2]=C(CH=CHCH=C@2Cl)Cl
-1.3,2.83,102.046,"2,3-dichlorophenol",ClC[2]=C(CH=CHCH=C@2OH)Cl
-5.27,4.93,163.893,"2,2´-PCB",ClC[2]=C(CH=CHCH=CH@2)C[12]=C(CH=CHCH=CH@12)Cl
-5.28,5.02,163.893,"2,4´-PCB",ClC[2]=C(CH=CHCH=CH@2)C[12]=CHCH=C(CH=CH@12)Cl
-4.54,4.45,150.727,2-chlorobiphenyl,ClC[2]=C(CH=CHCH=CH@2)C[12]=CHCH=CHCH=CH@12
-4.08,2.66,240.496,triazolam,ClC[2]=C(CH=CHCH=CH@2)C[12]=NCH2C[17]N(C(=NN=@17)CH3)C[26]=C@12CH=C(CH=CH@26)Cl
-3.6,2.47,215.191,lorazepam,ClC[2]=C(CH=CHCH=CH@2)C[12]=NCH(C(NHC[19]=C@12CH=C(CH=CH@19)Cl)=O)OH
-6.36,6.22,214.537,"o,p'-DDE",ClC[2]=C(CH=CHCH=CH@2)C(=C(Cl)Cl)C[16]=CHCH=C(CH=CH@16)Cl
-2.34,2.17,167.316,clomazone,ClC[2]=C(CH=CHCH=CH@2)CH2N[15]OCH2C(C@15=O)(CH3)CH3
-3.52,3.27,97.057,o-chlorotoluene,ClC[2]=C(CH=CHCH=CH@2)CH3
-3.05,3.28,97.739,"1,2-dichlorobenzene",ClC[2]=C(CH=CHCH=CH@2)Cl
-4.38,3.23,235.196,fenarimol,ClC[2]=C(CH=CHCH=CH@2)C(OH)(C[15]=CHN=CHN=CH@15)C[24]=CHCH=C(CH=CH@24)Cl
-1.89,2.04,101.952,o-chlorobenzoic acid,ClC[2]=C(CH=CHCH=CH@2)C(=O)OH
-1.52,1.91,94.299,2-chloroaniline,ClC[2]=C(CH=CHCH=CH@2)NH2
-1.4,1.28,119.855,2-chloroacetanilide,ClC[2]=C(CH=CHCH=CH@2)NHC(=O)CH3
-2.16,1.89,118.743,2-chlorophenoxyacetic acid,ClC[2]=C(CH=CHCH=CH@2)OCH2C(=O)OH
-2.46,2.68,101.364,2-chloroanisole,ClC[2]=C(CH=CHCH=CH@2)OCH3
-2.22,2.23,131.227,2-(2-chlorophenoxy)propanoic acid,ClC[2]=C(CH=CHCH=CH@2)OCH(CH3)C(=O)OH
-1.06,2.04,88.88,2-chlorophenol,ClC[2]=C(CH=CHCH=CH@2)OH
-4.18,2.58,190.599,methyl 2-chloro-9-hydroxy-fluorene-9-carboxylate,ClC[2]=CHC[5]=C(CH=CH@2)C[11]=C(CH=CHCH=CH@11)C@5(OH)C(=O)OCH3
-4.18,1.87,178.115,chlorflurecol-methyl,ClC[2]=CHC[5]=C(CH=CH@2)C[11]=C(CH=CHCH=CH@11)C@5(OH)C(=O)OH
-4.14,4.04,126.415,2-chloronaphthalene,ClC[2]=CHC[5]=C(CH=CH@2)CH=CHCH=CH@5
-3.75,2.96,210.202,diazepam,ClC[2]=CHC[5]=C(CH=CH@2)N(C(CH2N=C@5C[18]=CHCH=CHCH=CH@18)=O)CH3
-5.23,4.28,235.226,phosalone,ClC[2]=CHC[5]=C(CH=CH@2)N(C(O@5)=O)CH2SP(=S)(OCH2CH3)OCH2CH3
-5.36,2.93,195.616,RTI 24,ClC[2]=CHC[5]=C(CH=CH@2)NHC(C[14]=C(N=CHCH=CH@14)N@5CH2CH3)=O
-3.95,2.31,202.025,oxazepam,ClC[2]=CHC[5]=C(CH=CH@2)NHC(CH(N=C@5C[18]=CHCH=CHCH=CH@18)OH)=O
-2.83,2.19,104.896,chlorzoxazone,ClC[2]=CHC[5]=C(CH=CH@2)OC(NH@5)=O
-4.7,4.08,330.926,thiopropazate,ClC[2]=CHC[5]=C(CH=CH@2)SC[12]=C(CH=CHCH=CH@12)N@5CH2CH2CH2N[32]CH2CH2N(CH2CH2@32)CH2CH2OC(=O)CH3
-4.16,3.54,305.37,perphenazine,ClC[2]=CHC[5]=C(CH=CH@2)SC[12]=C(CH=CHCH=CH@12)N@5CH2CH2CH2N[32]CH2CH2N(CH2CH2@32)CH2CH2OH
-4.4,3.81,288.579,prochlorperazine,ClC[2]=CHC[5]=C(CH=CH@2)SC[12]=C(CH=CHCH=CH@12)N@5CH2CH2CH2N[32]CH2CH2N(CH2CH2@32)CH3
-5.01,4.82,248.183,chlorpromazine,ClC[2]=CHC[5]=C(CH=CH@2)SC[12]=C(CH=CHCH=CH@12)N@5CH2CH2CH2N(CH3)CH3
-4.57,3.49,259.919,glafenine,ClC[2]=CHC[5]N=CHCH=C(C=@5CH=CH@2)NHC[19]=C(CH=CHCH=CH@19)C(=O)OCH2CH(OH)CH2OH
-2.86,3.01,150.242,chlordimenform,ClC[2]=CHC(=C(CH=CH@2)N=[S=I]CHN(CH3)CH3)CH3
-2.86,3.01,150.242,chlordimenform,ClC[2]=CHC(=C(CH=CH@2)N=[S=N]CHN(CH3)CH3)CH3
-2.23,2.49,131.227,(4-Chloro-2-methylphenoxy)acetic acid,ClC[2]=CHC(=C(CH=CH@2)OCH2C(=O)OH)CH3
-5.09,3.75,340.27,glyburide,ClC[2]=CHC(=C(CH=CH@2)OCH3)C(=O)NHCH2CH2C[26]=CHCH=C(CH=CH@26)S(=O)(=O)NHC(=O)NHC[45]HCH2CH2CH2CH2CH2@45
-2.55,2.83,143.711,mecoprop,ClC[2]=CHC(=C(CH=CH@2)OCH(CH3)C(=O)OH)CH3
-3.95,4.62,184.991,dichlorphen,ClC[2]=CHC(=C(CH=CH@2)OH)CH2C[16]=C(CH=CHC(=CH@16)Cl)OH
-4.48,4.04,110.905,"1,3,5-trichlorobenzene",ClC[2]=CHC(=CHC(=CH@2)Cl)Cl
-4.8,2.67,182.465,procymidone,ClC[2]=CHC(=CHC(=CH@2)N[11]C(C[13](C(CH2@13)(C@11=O)CH3)CH3)=O)Cl
-4.38,3.06,209.287,rovral,ClC[2]=CHC(=CHC(=CH@2)N[11]C(N(CH2C@11=O)C(=O)NHCH(CH3)CH3)=O)Cl
-4.93,3.45,180.414,vinclozolin,ClC[2]=CHC(=CHC(=CH@2)N[11]C(OC(C@11=O)(CH3)CH=CH2)=O)Cl
-1.34,3.33,102.046,"3,5-dichlorophenol",ClC[2]=CHC(=CHC(=CH@2)OH)Cl
-5.8,5.11,163.893,"3,3´-PCB",ClC[2]=CHC(=CHCH=CH@2)C[12]=CHC(=CHCH=CH@12)Cl
-4.88,4.54,150.727,3-chlorobiphenyl,ClC[2]=CHC(=CHCH=CH@2)C[12]=CHCH=CHCH=CH@12
-3.04,3.42,97.739,"1,3-dichlorobenzene",ClC[2]=CHC(=CHCH=CH@2)Cl
-4.53,5.08,235.515,chloropropylate,ClC[2]=CHC(=CHCH=CH@2)C(OH)(C[15]=CHCH=C(CH=CH@15)Cl)C(=O)OCH(CH3)CH3
-2.59,2.9,101.952,m-chlorobenzoic acid,ClC[2]=CHC(=CHCH=CH@2)C(=O)OH
-1.37,1.81,94.299,3-chloroaniline,ClC[2]=CHC(=CHCH=CH@2)NH2
-2.62,3.17,156.95,chlorbufam,ClC[2]=CHC(=CHCH=CH@2)NHC(=O)OCH(CH3)C#CH
-3.38,3.49,149.13,chloropham,ClC[2]=CHC(=CHCH=CH@2)NHC(=O)OCH(CH3)CH3
-2.78,2.96,101.364,3-chloroanisole,ClC[2]=CHC(=CHCH=CH@2)OCH3
-2.22,2.52,131.227,DL-2-(2-Chlorophenoxy)propionic acid,ClC[2]=CHC(=CHCH=CH@2)OCH(CH3)C(=O)OH
-0.7,2.4,88.88,3-chlorophenol,ClC[2]=CHC(=CHCH=CH@2)OH
-6.56,5.12,163.893,"4,4´-PCB",ClC[2]=CHCH=C(CH=CH@2)C[12]=CHCH=C(CH=CH@12)Cl
-5.2,4.55,150.727,4-chlorobiphenyl,ClC[2]=CHCH=C(CH=CH@2)C[12]=CHCH=CHCH=CH@12
-5.93,6.17,266.83,"atovaquone(0,430mg/ml) - neutral",ClC[2]=CHCH=C(CH=CH@2)C[12]HCH2CH2CH(CH2CH2@12)C[28]=C(C(C[31]=C(CH=CHCH=CH@31)C@28=O)=O)OH
-6.9,6.37,214.537,"p,p´-DDE",ClC[2]=CHCH=C(CH=CH@2)C(=C(Cl)Cl)C[16]=CHCH=C(CH=CH@16)Cl
-5.91,4.82,251.373,pencycuron,ClC[2]=CHCH=C(CH=CH@2)CH2N(C[16]HCH2CH2CH2CH2@16)C(=O)NHC[34]=CHCH=CHCH=CH@34
-3.08,3.27,97.057,p-chlorotoluene,ClC[2]=CHCH=C(CH=CH@2)CH3
-5.84,4.01,240.467,coumachlor,ClC[2]=CHCH=C(CH=CH@2)CH(CH2C(=O)CH3)C[23]=C(C[25]=C(CH=CHCH=CH@25)OC@23=O)OH
-3.27,3.34,97.739,"1,4-dichlorobenzene",ClC[2]=CHCH=C(CH=CH@2)Cl
-4.53,5.08,235.515,chloropropylate,ClC[2]=CHCH=C(CH=CH@2)C(OH)(C[15]=CHCH=C(CH=CH@15)Cl)C(=O)OCH(CH3)CH3
-4.62,3.1,250.193,indomethacin,ClC[2]=CHCH=C(CH=CH@2)C(=O)N[14]C[15]=C(C(=C@14CH3)CH2C(=O)OH)CH=C(CH=CH@15)OCH3
-3.31,2.65,101.952,p-chlorobenzoic acid,ClC[2]=CHCH=C(CH=CH@2)C(=O)OH
-4.43,4.2,250.185,anilofos,ClC[2]=CHCH=C(CH=CH@2)N(CH(CH3)CH3)C(=O)CH2SP(=S)(OCH3)OCH3
-1.66,1.76,94.299,4-chloroaniline,ClC[2]=CHCH=C(CH=CH@2)NH2
